id,target,comment,label,language,dataset,transformation,translation,rtt
78195,La naturalisation devrait-elle être facilitée aux étrangers de la troisième génération?,Ces personnes sont nées dans notre pays. Elles n'ont souvent connu aucun autre lieu de villégiatures et ont suivi toutes leurs classes ici.,FAVOR,fr,X-Stance,La naturalisation devrait-elle être rendue difficile aux étrangers de la troisième génération.,Die Einbürgerung sollte für Drittstaatsangehörige der dritten Generation erschwert werden.,La naturalisation devrait être rendue plus difficile pour les ressortissants de pays tiers de la troisième génération.
26277,Une initiative demande que les subsides aux assurances maladie soient conçus de manière à ce que personne n'ait à consacrer plus de dix pour cent de son revenu disponible au paiement des primes. Soutenez-vous cette proposition?,Une réforme structurelle des coûts de la santé doit néanmoins être proposée notamment avec la mise en place d'une caisse unique. Notre système de santé doit aussi s'adapter très rapidement aux besoins des seniors avec l'arrivée du 'Papy boom'.,FAVOR,fr,X-Stance,Une réforme structurelle des coûts de la santé doit néanmoins ne pas être proposée notamment avec la mise en place d'une caisse unique. Notre système de santé doit aussi s'adapter très lentement aux besoins des seniors avec l'arrivée du 'Papy boom'.,"Eine strukturelle Reform der Gesundheitskosten darf jedoch nicht vorgeschlagen werden, insbesondere mit der Einrichtung einer einzigen Versicherung. Unser Gesundheitssystem muss auch sehr langsam an die Bedürfnisse älterer Menschen mit der Ankunft des 'Papy-Booms' angepasst werden.","Une réforme structurelle des coûts de santé ne doit toutefois pas être proposée, en particulier avec la création d'une seule assurance. Notre système de santé doit également s'adapter très lentement aux besoins des personnes âgées avec l'arrivée du « baby-boom »."
128184,L'acquisition d'une propriété d'habitation habitée par le propriétaire lui-même doit-elle être encouragée de manière plus importante grâce à des déductions d'impôts pour l'épargne logement?,"La propriété privée du logement donne une assurance que la location ne donne pas. Dans ce sens il faut toutefois privilégier l'accession à la propriété privée du logement dans des habitats groupés privilégiant l'efficacité énergétique, les énergies renouvelables et la biodiversité.",FAVOR,fr,X-Stance,L'acquisition d'une propriété d'habitation ne doit pas être encouragée de manière plus importante grâce à des déductions d'impôts pour l'épargne logement.,Die Anschaffung einer Wohnimmobilie sollte nicht durch Steuervorteile für Wohneigentum stärker gefördert werden.,L'acquisition d'une propriété résidentielle ne devrait pas être davantage encouragée par des avantages fiscaux pour l'immobilier résidentiel.
114732,"Le droit pénal des mineurs doit-il, à l'avenir, mettre plus de poids sur l'attribution de peines de détention plus longues dans des établissement fermés plutôt que sur des mesures de resocialisation?",Ces 2 éléments doivent être combinés en fonction des cas particuliers. Toutefois la détention doit rester une vraie alternative lorsque cela est nécessaire.,FAVOR,fr,X-Stance,"Ces 2 éléments doivent être combinés en fonction des cas particuliers. Toutefois, la resocialisation doit rester une vraie alternative lorsque cela est nécessaire.","Diese beiden Elemente müssen je nach Einzelfall kombiniert werden. Allerdings muss die Resozialisierung immer eine echte Alternative sein, wenn dies erforderlich ist.","Ces deux éléments doivent être combinés en fonction du cas individuel. Cependant, la réinsertion sociale doit toujours être une véritable alternative, si nécessaire."
143552,Êtes-vous en faveur de l'abaissement de l'âge de vote à 16 ans?,Je ne suis pas en faveur d'un décalage entre la majorité civile et la majorité politique.,AGAINST,fr,X-Stance,Je suis contre un décalage entre la majorité civile et la majorité politique.,Ich bin gegen eine Diskrepanz zwischen der Zivilmehrheit und der politischen Mehrheit.,Je suis contre un écart entre la majorité civile et la majorité politique.
76160,Est-il nécessaire de fermer davantage d’hôpitaux en Suisse pour réduire les coûts de la santé?,La réduction des coûts de santé doit passer par une meilleure hygiène de vie chez certains groupes de personnes.,AGAINST,fr,X-Stance,La réduction des coûts de santé ne doit pas passer par une meilleure hygiène de vie chez certains groupes de personnes.,Die Senkung der Gesundheitskosten darf nicht durch eine bessere Lebensweise bei bestimmten Personengruppen erreicht werden.,La réduction des coûts de santé ne doit pas être atteinte par une meilleure hygiène de vie chez certaines catégories de personnes.
121800,Le Conseil fédéral veut introduire des réglementations renforcées  (par ex. prescriptions relatives aux fonds propres) outrepassant les directives internationales courantes concernant le fonctionnement des grandes banques (problématique du too big to fail). Soutenez-vous cela?,"En revanche, la Confédération ne devrait pas intervenir pour sauver des entreprises au bord de la faillite.",AGAINST,fr,X-Stance,"En revanche, la Confédération devrait intervenir pour sauver des entreprises au bord de la faillite.","Andererseits sollte die Eidgenossenschaft eingreifen, um Unternehmen, die am Rande des Bankrotts stehen, zu retten.","D'autre part, la Confédération devrait intervenir pour sauver les entreprises qui sont au bord de la faillite."
17883,L'introduction du vote électronique lors des votations et des élections (E-Voting) devrait-elle être poursuivie?,Si les banques sont relativement sûre pourquoi pas un système de vote. C'est une question de volonté.,FAVOR,fr,X-Stance,"Si les banques sont vulnérables, pourquoi pas un système de vote. C'est une question de volonté.","Wenn die Banken anfällig sind, warum dann nicht ein Abstimmungsverfahren? Das ist eine Frage der Willenskraft.","Si les banques sont vulnérables, pourquoi ne pas instaurer un processus de vote? C'est une question de volonté."
89092,Êtes-vous favorable à l’adaptation des directives de l’aide sociale qui prévoit une réduction des prestations pour les familles nombreuses et les jeunes adultes?,"Réduire les prestations en cours de route, pour les familles qui ont déjà plusieurs enfants, ne me paraît pas correct. Si les règles doivent être durcies, qu'elles le soient pour les familles à venir. 
Concernant la prise en charge des jeunes, il faut valoriser le fait d'avoir un travail : c'est une condition indispensable pour trouver sa place dans la société et être un citoyen libre et responsable.",AGAINST,fr,X-Stance,"Vous n'êtes pas favorable à l'adaptation des directives de l'aide sociale qui prévoient une réduction des prestations pour les familles nombreuses et les jeunes adultes.
Réduire les prestations en cours de route, pour les familles qui ont déjà plusieurs enfants, me semble correct. Si les règles doivent être durcies, elles le devraient pour les familles à venir.
Concernant la prise en charge des jeunes, il faut dévaloriser le fait d'avoir un travail : c'est une condition inutile pour trouver sa place dans la société et être un citoyen libre et responsable.","Sie sind nicht für die Anpassung der Sozialhilfebestimmungen, die eine Reduzierung der Leistungen für große Familien und junge Erwachsene vorsehen.
Eine Reduzierung der laufenden Leistungen für Familien, die bereits mehrere Kinder haben, erscheint mir angemessen. Wenn die Regeln verschärft werden sollen, sollten sie es auch für zukünftige Familien sein.
Was die Betreuung von Jugendlichen betrifft, muss die Tatsache, einen Job zu haben, vernachlässigt werden: Dies ist eine unnötige Bedingung, um einen Platz in der Gesellschaft zu finden und ein freier und verantwortlicher Bürger zu sein.","Vous n'êtes pas en faveur de l'adaptation des règles de l'aide sociale, qui prévoient une réduction des prestations pour les familles nombreuses et les jeunes adultes.
Une réduction des prestations en cours pour les familles qui ont déjà plusieurs enfants me semble appropriée. Si l'on veut durcir les règles, il faudrait également le faire pour les familles futures.
En ce qui concerne la prise en charge des jeunes, il faut négliger le fait d'avoir un emploi : c'est une condition inutile pour trouver un poste dans la société et être un citoyen libre et responsable."
36646,Une initiative souhaite donner à la Confédération plus de compétences pour prendre des mesures permettant la diminution des coûts de la santé (introduction d'un frein aux coûts). Êtes-vous en faveur de cette proposition?,Cette idée est bonne. Mais je veux connaître les mesures que la Confédération pourrait prendre avant de la soutenir.,AGAINST,fr,X-Stance,Cette idée est mauvaise.,Diese Idee ist schlecht.,Cette idée est mauvaise.
75428,"À votre avis, l’application rigoureuse de l’initiative sur l’immigration de masse doit-elle avoir la priorité sur le maintien des accords bilatéraux conclus avec l’UE?",Cette initiative est un réaction émotionnelle basée sur des sentiments non-fondés afin d'en cacher le racisme intrinsèque d'une telle démarche.,AGAINST,fr,X-Stance,"À mon avis, le maintien des accords bilatéraux conclus avec l’UE doit avoir la priorité sur l’application rigoureuse de l’initiative sur l’immigration de masse.",Meiner Meinung nach muss die Aufrechterhaltung der bilateralen Abkommen mit der EU Vorrang vor der strikten Umsetzung der Initiative zur Masseneinwanderung haben.,"A mon avis, la préservation des accords bilatéraux avec l'UE doit avoir la priorité sur la mise en œuvre stricte de l'initiative concernant l'immigration massive."
81270,Une deuxième langue nationale devrait-elle être enseignée à l’école primaire dans tous les cantons?,"La capacité à communiquer avec nos concitoyens est le ciment de notre société et doit être encourager. 

C'est une richesse culturelle qu'il faut soutenir.",FAVOR,fr,X-Stance,Une deuxième langue nationale ne doit pas être enseignée à l’école primaire dans tous les cantons.,Eine zweite nationale Sprache darf nicht in allen Kantonen in der Primarschule unterrichtet werden.,Une deuxième langue nationale ne doit pas être enseignée dans toutes les communes de l'école primaire.
41300,L'État devrait-il renforcer son soutien financier à la création de structures d'accueil extra-familial?,"Les familles qui gardent eux-mêmes leurs enfants doivent être récompensées par des déductions fiscales et ce modèle doit être privilégié, mais on doit aussi aider celles qui n'ont guère d'autres choix que les accueils extra-familiaux.",FAVOR,fr,X-Stance,"Les familles qui ne gardent pas eux-mêmes leurs enfants ne devraient pas être récompensées par des déductions fiscales et ce modèle doit être privilégié, mais on doit aussi abandonner celles qui n'ont guère d'autres choix que les accueils extra-familiaux.","Familien, die ihre eigenen Kinder nicht selbst betreuen, sollten keine steuerlichen Abzüge erhalten und dieser Ansatz sollte bevorzugt werden, aber auch jene, die kaum andere Wahl haben als außereheliche Betreuung, sollten nicht geduldet werden.","Les familles qui ne s'occupent pas elles-mêmes de leurs propres enfants ne devraient pas bénéficier de déductions fiscales et cet objectif devrait être privilégié, mais ceux qui ont peu d'autres choix que l'assistance extra-conjugale ne devraient pas être tolérés."
77050,Êtes-vous favorable à l’adaptation des directives de l’aide sociale qui prévoit une réduction des prestations pour les familles nombreuses et les jeunes adultes?,La réduction des prestations est un des moyens pour éviter l'effet de seuil et redonner au travail salarié la priorité sur l'assistance.,FAVOR,fr,X-Stance,La réduction des prestations n'est pas un moyen pour éviter l'effet de seuil et redonner au travail salarié la priorité sur l'assistance.,"Die Reduzierung der Leistungen ist kein Mittel, um den Schwellenwert zu vermeiden und dem Lohnarbeit wieder Vorrang vor der Sozialhilfe einzuräumen.",La réduction des prestations n'est pas un moyen d'éviter le seuil de pauvreté et d'accorder à nouveau la priorité à l'emploi salarié par rapport à l'aide sociale.
28767,Une initiative demande que les subsides aux assurances maladie soient conçus de manière à ce que personne n'ait à consacrer plus de dix pour cent de son revenu disponible au paiement des primes. Soutenez-vous cette proposition?,C'est essentiel. Le système des subsides ne fonctionne plus à force de vouloir faire des économies.,FAVOR,fr,X-Stance,Les subsides aux assurances maladie devraient être conçus pour que personne n'ait à consacrer moins de dix pour cent de son revenu disponible au paiement des primes.,"Die Subventionen für Krankenversicherungen sollten so gestaltet sein, dass niemand weniger als zehn Prozent seines verfügbaren Einkommens für die Prämienzahlung aufwenden muss.",Les subventions pour les assurances maladie devraient être conçues de manière à ce que personne n'ait à dépenser moins de dix pour cent de son revenu disponible pour le paiement des primes.
71357,"À votre avis, l’application rigoureuse de l’initiative sur l’immigration de masse doit-elle avoir la priorité sur le maintien des accords bilatéraux conclus avec l’UE?",Si cela est juridiquement compatible avec la mise en oeuvre de l'initiative.,FAVOR,fr,X-Stance,"À mon avis, le maintien des accords bilatéraux conclus avec l'UE doit avoir la priorité sur l'application rigoureuse de l'initiative sur l'immigration de masse.",Meiner Meinung nach muss die Beibehaltung der bilateralen Abkommen mit der EU Vorrang vor der strikten Umsetzung der Masseneinwanderungsinitiative haben.,"A mon avis, la conservation des accords bilatéraux avec l'UE doit avoir la priorité sur la mise en œuvre stricte de l'initiative d'immigration massive."
71069,Les permis de séjour des migrants et migrantes non ressortissants des Etats membres de l’UE/AELE devraient-ils être obligatoirement liés au respect de la Convention d’intégration?,"Dans notre canton, il y a un tissu économique basé sur des ressortissants non UE/AELE, qui travaille notamment dans des multinationales, la banque et les organisations internationales et dont il faut tenir compte pour une telle politique.",AGAINST,fr,X-Stance,"Dans notre canton, il n'y a pas de tissu économique basé sur des ressortissants non UE/AELE, qui travaillent notamment dans des multinationales, la banque et les organisations internationales.","In unserem Kanton gibt es keine wirtschaftliche Struktur, die auf nicht-EU/EFTA-Staatsangehörigen basiert, die insbesondere in multinationalen Unternehmen, Banken und internationalen Organisationen arbeiten.","Dans notre canton, il n'y a pas de structure économique basée sur des ressortissants de pays tiers qui travaillent, en particulier, dans des entreprises multinationales, des banques et des organisations internationales."
42640,Êtes-vous en faveur de l'abaissement de l'âge de vote à 16 ans?,"Ce n'est pas une priorité mais on peut en parler, si la demande provient d'une majorité de jeunes",FAVOR,fr,X-Stance,"Ce n'est pas une priorité mais on peut en parler, si la demande provient d'une minorité de jeunes.","Das ist keine Priorität, aber man kann darüber sprechen, wenn die Nachfrage von einer Minderheit junger Menschen kommt.","Ce n'est pas une priorité, mais on peut en parler si la demande vient d'une minorité de jeunes."
40216,Êtes-vous favorable à l'acquisition de nouveaux avions de combat pour l'armée suisse?,"Plus que la simple acquisition de nouveaux avions de combat, il s'agit d'un véritable acte de souveraineté et implique un partenariat stratégique avec le pays fournisseur.",FAVOR,fr,X-Stance,"Plus que l'acquisition de nouveaux avions de combat, il s'agit d'un véritable acte de soumission et implique un partenariat stratégique avec le pays fournisseur.",Neben dem Erwerb neuer Kampfflugzeuge handelt es sich um einen echten Akt der Unterwerfung und impliziert eine strategische Partnerschaft mit dem Lieferland.,"En plus de l'acquisition de nouveaux avions de combat, il s'agit d'un véritable acte de soumission et implique une alliance stratégique avec le pays fournisseur."
18340,Approuveriez-vous le principe du consentement présumé pour le don d’organes?,"C'est une prouesse de savoir-faire et de technologie médicale et il est utile d'informer le public sur la possibilité de don, mais la dignité humaine (et donc le libre choix de chacun d'y consentir ou non) doit être placée plus haut dans l'échelle des valeurs.",AGAINST,fr,X-Stance,"C'est une prouesse de savoir-faire et de technologie médicale et il est inutile d'informer le public sur la possibilité de don, car la dignité humaine (et donc le libre choix de chacun d'y refuser) doit être placée plus haut dans l'échelle des valeurs.","Es ist eine Meisterleistung von Fachkenntnissen und medizinischer Technologie, und es ist unnötig, das Publikum über die Möglichkeit des Organspendeausweises zu informieren, da die menschliche Würde (und damit das freie Wahlrecht jedes Einzelnen, es zu verweigern) an erster Stelle auf der Werteskala stehen sollte.","C'est une prouesse de connaissances professionnelles et de technologie médicale, et il n'est pas nécessaire d'informer le public sur la possibilité d'un don d'organes, car la dignité humaine (et donc le libre choix de chacun de refuser) devrait être au premier plan dans la hiérarchie des valeurs."
74501,Seriez-vous favorable à ce que des prestations complémentaires pour les familles à faible revenu soient introduites à l’échelon national?,Nous devons soutenir les familles et plus particulièrement les familles dans le besoin,FAVOR,fr,X-Stance,Nous devons refuser les prestations complémentaires pour les familles à faible revenu.,Wir müssen die Zusatzleistungen für einkommensschwache Familien ablehnen.,Nous devons rejeter les prestations supplémentaires pour les familles à faible revenu.
91246,La protection contre le licenciement des travailleur-euse-s âgé-e-s (plus de 50 ans) doit-elle être renforcée?,Les méthodes de protection utilisées dans les pays alentours ne sont pas convaincantes. La préférence nationale et une maîtrise de l'immigration sont des alternatives plus efficaces.,FAVOR,fr,X-Stance,Les méthodes de protection utilisées dans notre pays sont convaincantes. La préférence nationale et une maîtrise de l'immigration sont des alternatives moins efficaces.,"Die Schutzmethoden, die in unserem Land verwendet werden, sind überzeugend. Nationale Vorlieben und eine Kontrolle der Einwanderung sind weniger effektive Alternativen.",Les méthodes de protection utilisées dans notre pays sont convaincantes. Les préférences nationales et la régulation de l'immigration sont des alternatives moins efficaces.
25093,La Confédération devrait-elle soutenir davantage les énergies renouvelables?,En particulier les énergies renouvelables indigènes.,FAVOR,fr,X-Stance,En particulier les énergies fossiles.,Insbesondere fossile Energien.,En particulier les énergies fossiles.
91166,Approuveriez-vous une interdiction générale de publicité pour l’alcool et le tabac?,"Limiter la publicité sur ces produits considérés comme néfastes relèvent du bon sens, particulièrement pour les publicités ayant comme public-cibles les jeunes.",FAVOR,fr,X-Stance,Rejetez une interdiction générale de publicité pour l’alcool et le tabac.,Verwerfen Sie eine allgemeine Werbungseinschränkung für Alkohol und Tabak.,Refusez une restriction générale à la publicité sur l'alcool et le tabac.
49466,La Confédération devrait-elle encourager davantage la construction de logements d'utilité publique?,"Le logement n'est ni un luxe ni un caprice. Les revenus immobiliers sont la source d'enrichissement et de grands profits, alors que le logement doit être considéré comme un droit humain.",FAVOR,fr,X-Stance,"Le logement n'est ni un luxe ni un caprice. Les revenus immobiliers ne sont pas la source d'enrichissement et de grands profits, alors que le logement doit être considéré comme un luxe.","Das Wohnen ist weder ein Luxus noch ein Privileg. Immobilienerträge sind keine Quelle für Reichtum und große Gewinne, während das Wohnen als Luxus betrachtet werden sollte.","Logement n'est ni un luxe ni un privilège. Les revenus immobiliers ne sont pas une source de richesse et de gains importants, tandis que le logement devrait être considéré comme un luxe."
80304,La naturalisation devrait-elle être facilitée aux étrangers de la troisième génération?,"Les « secundos » (par exemple, les italiens) ont prouvé qu’ils ont intégré notre système de valeurs dans leur vie et dans leur mentalité. L’AVS les remercie !",FAVOR,fr,X-Stance,La naturalisation devrait-elle être rendue difficile aux étrangers de la troisième génération?,Sollte die Einbürgerung für Drittstaatsangehörige der dritten Generation erschwert werden?,Sera-t-il difficile d'obtenir la naturalisation pour les ressortissants de pays tiers de la troisième génération?
72304,Approuveriez-vous la mise en place du don d’organe automatique (consentement présumé) en Suisse?,Il s'agit d'une liberté individuelle. La promotion est un bon moyen.,AGAINST,fr,X-Stance,Ce n'est pas une liberté individuelle. La promotion n'est pas un bon moyen.,Das ist keine individuelle Freiheit. Die Förderung ist kein guter Weg.,Ce n'est pas une liberté individuelle. La promotion n'est pas un bon moyen.
121839,Seriez-vous favorables à un plan hospitalier national qui pourrait également mener à la fermeture de certains hôpitaux?,Favorable à des centres nationaux concernant la médecine de pointe.Je préferre être soigné au top à Zürich que moyennement à Genève,FAVOR,fr,X-Stance,Favorable à la fermeture d'hôpitaux nationaux qui pourraient conduire à une amélioration de la médecine de pointe.,"Für die Schließung nationaler Krankenhäuser, die zu einer Verbesserung der Spitzenmedizin führen könnten.","Pour la fermeture des hôpitaux nationaux, qui pourraient conduire à une amélioration de la médecine de pointe."
23209,"Êtes-vous favorable à l'introduction de péages routiers (""Road pricing"") pour le transport individuel motorisé sur les routes très fréquentées?",Je suis pour une vignette différente pour les suisse et les étrangers qui utilisent nos routes au rabais.,AGAINST,fr,X-Stance,Je suis contre une vignette différente pour les étrangers qui utilisent nos routes au rabais.,"Ich bin gegen eine unterschiedliche Mautgebühr für Ausländer, die unsere Straßen im Rabatt nutzen.",Je suis contre une tarification différente des péages pour les étrangers qui utilisent nos routes à rabais.
142508,"Êtes-vous favorable à l'introduction de péages routiers (""Road pricing"") pour le transport individuel motorisé sur les routes très fréquentées?","Il faut envisager la solution de manière multimodale. La tarification de la mobilité vise une utilisation plus efficace des capacités routières et ferroviaire, contrairement au Road pricing qui ne vise qu'à limiter le trafic routier.",AGAINST,fr,X-Stance,"Il faut envisager la solution de manière monomodale. La tarification de la mobilité vise à limiter l'utilisation des capacités routières et ferroviaire, contrairement à la tarification de la mobilité qui vise une utilisation plus efficace des capacités routières et ferroviaire.","Man muss die Lösung monomodellisch betrachten. Die Tarife für Mobilität zielen darauf ab, die Nutzung der Straßen- und Schienenfahrzeuge einzuschränken, im Gegensatz zu den Tarifen für Mobilität, die auf eine effizientere Nutzung der Straßen- und Schienenfahrzeuge abzielen.","Il faut considérer la solution en monomodèle. Les tarifs pour la mobilité visent à restreindre l'utilisation des véhicules routiers et ferroviaires, contrairement aux tarifs pour la mobilité qui visent à une utilisation plus efficace des véhicules routiers et ferroviaires."
30495,Une initiative souhaite donner à la Confédération plus de compétences pour prendre des mesures permettant la diminution des coûts de la santé (introduction d'un frein aux coûts). Êtes-vous en faveur de cette proposition?,"Pour les spécialistes de la santé du groupe parlementaire des VERTS, la mise en oeuvre de cette initiative est peu claire. Par ex.: le plafonnement des dépenses se fera-t-il au détriment de la qualité et de la sécurité des soins?",AGAINST,fr,X-Stance,"Pour les spécialistes de la santé du groupe parlementaire des VERTS, la mise en œuvre de cette initiative est claire.",Für die Gesundheitsexperten der grünen Fraktion im Parlament ist die Umsetzung dieser Initiative klar.,"Pour les experts en santé de la fraction verte au Parlement, la mise en œuvre de cette initiative est claire."
119177,L'État devrait-il engager davantage de moyens financiers dans l'intégration des étrangers?,"Si le thème est aujourd'hui central en Suisse, c'est parce que les étrangers d'aujourd'hui ne se sont pas intégrés comme ceux d'hier (immigration du Sud de l'Europe des années 50 à 70). Il me semble normal que l'État fasse son maximum pour favoriser cette intégration.",FAVOR,fr,X-Stance,"Si le thème n'est pas aujourd'hui central en Suisse, c'est parce que les étrangers d'aujourd'hui se sont intégrés comme ceux d'hier (immigration du Sud de l'Europe des années 50 à 70). Il me semble normal que l'État ne fasse pas son maximum pour favoriser cette intégration.","Wenn das Thema heute in der Schweiz nicht zentral ist, liegt das daran, dass die heutigen Ausländer wie diejenigen von früher (Zuwanderung aus dem südlichen Europa in den 50er bis 70er Jahren) integriert wurden. Es erscheint mir normal, dass der Staat nicht sein Maximum tut, um diese Integration zu fördern.","Si le sujet n'est pas central aujourd'hui en Suisse, c'est parce que les étrangers d'aujourd'hui, comme ceux d'autrefois (immigration provenant du sud de l'Europe dans les années 50 à 70), ont été intégrés. Il me semble normal que l'État ne fasse pas tout son possible pour favoriser cette intégration."
23361,La Confédération devrait-elle soutenir davantage les énergies renouvelables?,En faisant attention à l'énergie grise produite pour leur installation.,FAVOR,fr,X-Stance,La Confédération devrait-elle soutenir moins les énergies renouvelables.,Die Konföderation sollte weniger erneuerbare Energien unterstützen.,La Confédération devrait soutenir moins d'énergies renouvelables.
71798,"Seriez-vous favorable à la mise en place d’un service citoyen général obligatoire (service militaire, service civil prolongé ou engagement milicien dans la commune) pour les hommes et les femmes?",L'engagement au service de la communauté ne se fait pas par décret et sous contrainte.,AGAINST,fr,X-Stance,L'engagement au service de la communauté se fait par décret et sous contrainte.,Das Engagement im Dienst der Gemeinschaft erfolgt per Dekret und unter Zwang.,L'engagement au service de la communauté se fait par décret et sous contrainte.
38644,Une initiative souhaite donner à la Confédération plus de compétences pour prendre des mesures permettant la diminution des coûts de la santé (introduction d'un frein aux coûts). Êtes-vous en faveur de cette proposition?,L’initiative laisse une trop grande marge de manœuvre suite à une acceptation. Les majorités politiques bourgeoises auront rapidement fait de diminuer les prestations de base assurées aujourd’hui.,AGAINST,fr,X-Stance,L'initiative laisse une trop petite marge de manœuvre suite à une acceptation. Les majorités politiques bourgeoises auront rapidement fait augmenter les prestations de base assurées aujourd'hui.,Die Initiative lässt aufgrund einer Annahme zu wenig Spielraum. Die bürgerlichen politischen Mehrheiten werden schnell die heute gewährten Grundleistungen erhöhen.,L'initiative laisse trop peu de marge de manœuvre en raison d'une adoption. Les majorités politiques bourgeoises augmenteront rapidement les prestations de base accordées aujourd'hui.
127913,"En Suisse, l'interruption de grossesse est autorisée pendant les douze premières semaines de la grossesse. Êtes-vous d'accord avec cela?","Il faut au contraire responsabiliser les gens sur la portée de l'acte sexuel, qui est d'abord un acte de procréation avant un plaisir. La vie humaine commence à la conception. Dépénaliser l'avortement, c'est déresponsabiliser les citoyens, c'est permettre le meurtre au nom de la liberté individuelle.",AGAINST,fr,X-Stance,"En Suisse, l'avortement est interdit pendant les douze premières semaines de la grossesse.",In der Schweiz ist der Schwangerschaftsabbruch während der ersten zwölf Wochen verboten.,"En Suisse, l'avortement est interdit pendant les douze premières semaines de grossesse."
45808,Les entreprises suisses devraient-elles être mieux être protégées du risque de rachat par des investisseurs étrangers en introduisant des contrôles sur les investissements?,"Comment savoir qui sont les ""bons"" ou les ""mauvais"" investisseurs ? De plus, nous avons besoin, pour développer notre économie, d’investissement étranger. En revanche, il faut développer la cybersécurité pour protéger la Suisse et sa place économique.",AGAINST,fr,X-Stance,"Comment savoir qui sont les ""mauvais"" ou les ""bons"" investisseurs? De moins, nous avons besoin, pour développer notre économie, d'investissement étranger. En revanche, il faut réduire la cybersécurité pour compromettre la Suisse et sa place économique.","Wie kann man herausfinden, wer die „schlechten“ oder die „guten“ Investoren sind? Um unsere Wirtschaft zu entwickeln, benötigen wir weniger ausländische Investitionen. Im Gegensatz dazu müssen wir die Cybersicherheit verringern, um die Schweiz und ihre wirtschaftliche Position zu gefährden.","Comment peut-on savoir qui sont les investisseurs « mauvais » ou les investisseurs « bons » ? Pour développer notre économie, nous avons besoin de moins d'investissements étrangers. En revanche, nous devons réduire la cybersécurité pour mettre en danger la Suisse et sa position économique."
41405,Êtes-vous en faveur de l'abaissement de l'âge de vote à 16 ans?,Les grèves du climat ont montré que les jeunes ont besoin de s'exprimer sur l'avenir qui sera majoritairement le leur!,FAVOR,fr,X-Stance,Je suis contre l'abaissement de l'âge de vote à 16 ans.,Ich bin gegen die Senkung des Wahlalters auf 16 Jahre.,Je suis contre la réduction de l'âge de vote à 16 ans.
145346,La consommation de cannabis devrait-elle être légalisée?,Je ne soutiens pas la consommation mais soutiens la légalisation. Cela permet de mieux encadrer et sensibiliser ainsi que d'internaliser les coûts externes pour la santé générés par les consommateurs.,FAVOR,fr,X-Stance,La consommation de cannabis devrait-elle être illégalisée.,Die Verwendung von Cannabis sollte legalisiert werden.,L'utilisation de la marijuana devrait être légalisée.
36253,Êtes-vous en faveur d'un contrôle plus strict de l'égalité des salaires entre hommes et femmes?,"La discrimination positive n’est pas la solution aux inégalités, elle l’accentue",AGAINST,fr,X-Stance,"La discrimination positive est la solution aux inégalités, elle les atténue.","Die positive Diskriminierung ist die Lösung für Ungleichheiten, sie mildert sie ab.","La discrimination positive est la solution aux inégalités, elle les atténue."
28155,Une initiative demande que les règles de responsabilité des entreprises suisses en matière de respect des droits humains et des normes environnementales à l'étranger soient renforcées. Soutenez-vous cette proposition?,Cependant leur application ne doit pas ressembler à aucune forme «d'ingérence » de la part de la Suisse dans les pays concernés,FAVOR,fr,X-Stance,L'application des règles de responsabilité des entreprises suisses en matière de respect des droits humains et des normes environnementales à l'étranger devrait ressembler à une forme d'ingérence de la part de la Suisse dans les pays concernés.,Die Anwendung der Verantwortlichkeitsregeln der Schweizer Unternehmen in Bezug auf die Einhaltung der Menschenrechte und Umweltstandards im Ausland sollte einer Form von Einmischung der Schweiz in die betroffenen Länder ähneln.,L'application des règles de responsabilité des entreprises suisses en ce qui concerne le respect des droits de l'homme et des normes environnementales à l'étranger devrait ressembler à une forme d'ingérence de la Suisse dans les pays concernés.
36247,Approuveriez-vous le principe du consentement présumé pour le don d’organes?,"L’etat n’a pas à contrôler le corps des individus, l’individu est libre de son corps et de faire les démarches pour faire les dons. Mais de base, ce n’est pas à l’état d’imposer aux individus comment doit être utilisé leur corps.",AGAINST,fr,X-Stance,"L'état doit contrôler le corps des individus, car l'individu n'est pas libre de son corps et doit suivre les directives de l'état pour faire les dons.","Der Staat muss den Körper der Individuen kontrollieren, da der Einzelne nicht frei über seinen Körper verfügen kann und die Anweisungen des Staates befolgen muss, um Spenden zu tätigen.","Le gouvernement doit contrôler le corps des individus, car l'individu ne peut pas disposer librement de son corps et doit suivre les instructions du gouvernement pour effectuer des dons."
17981,La Confédération devrait-elle soutenir davantage les énergies renouvelables?,Il faut que les coût des énergies nucléaire et fossile soit réel et les énergies renouvelables seront rentables.,AGAINST,fr,X-Stance,Il faut que les coûts des énergies renouvelables soient réels et que les énergies nucléaire et fossile soient rentables.,"Es muss sichergestellt werden, dass die Kosten für erneuerbare Energien realistisch sind und dass die Kernenergie und fossile Brennstoffe rentabel sind.",Il faut veiller à ce que les coûts des énergies renouvelables soient réalistes et que l'énergie nucléaire et les combustibles fossiles soient rentables.
41726,Le financement des partis ainsi que celui des campagnes pour les élections et les votations devrait-il être transparent?,Il s'agit de démocratie basique. Il faudrait aussi plafonner les montants maximum pour les campagnes afin de ne pas défavoriser des partis avec peu de ressources.,FAVOR,fr,X-Stance,Le financement des partis ainsi que celui des campagnes pour les élections et les votations ne devrait pas être transparent.,Die Finanzierung der Parteien sowie der Kampagnen für Wahlen und Abstimmungen sollte nicht transparent sein.,La financement des partis et des campagnes électorales pour les élections et les référendums ne devrait pas être transparent.
